#                       fmin  ,   foE   ,   h'E   ,   foEs  ,   h'Es  ,   fbEs  ,   foF1  ,   h'F   ,   h'F2  ,   foF2  ,   fxF2  ,   M3F2  ,   fxI   ,   hpF2  ,   fxEs  ,   ftEs  ,   fxF1  ,   FSPR  ,   MUF   ,   Es1   ,   Es2   ,   Es    ,   W     
OK426,20240325171500:  146    ,     ----,  920----,  228----,  980----,     ----,     ----, 2580----, 2940----, 1862    , 1918----,     ----, 1887X   , 3142----,  262----,  288----,     ----,     ----, 5452----,-----    ,-----    ,     ----,-----    
OK426,20240325173000:  154    ,     ----, 1050----,  280----,  980----,     ----,     ----, 2580----, 2920----, 1870    , 1934----,     ----, 1908X   , 3093----,  254----,  340----,     ----,  132----, 5524----,-----    ,-----    ,     ----,-----    
OK426,20240325174500:  146    ,     ----,  800----,  236----,  960----,     ----,     ----, 2480----, 2920----, 1866    , 1942----,     ----, 1932X   , 3051----,  242----,  296----,     ----,  132----, 5571----,-----    ,-----    ,     ----,-----    
OK426,20240325180000:  150    ,     ----,  860----,  252----,  940----,     ----,     ----, 2480----, 2920----, 1906    , 1958----,     ----, 1956X   , 3007----,  242----,  312----,     ----,  144----, 5645----,-----    ,-----    ,     ----,-----    
OK426,20240325181500:  150    ,     ----,  800----,  228----,  840----,     ----,     ----, 2460----, 2820----, 1918    , 1962----,     ----, 1944X   , 3050----,  246----,  288----,     ----,   96----, 5764----,-----    ,-----    ,     ----,-----    
OK426,20240325183000:  146    ,     ----,  800----,  228----,  840----,     ----,     ----, 2460----, 2860----, 1934    , 1982----,     ----, 1956X   , 3032----,  242----,  288----,     ----,  120----, 5901----,-----    ,-----    ,     ----,-----    
OK426,20240325184500:  154    ,     ----,  800----,  212----,  840----,     ----,     ----, 2320----, 2140----, 1070    , 1954----,     ----, 1956X   , 2947----,  238----,  272----,     ----,   48----, 5841----,-----    ,-----    ,     ----,-----    
OK426,20240325190000:  146    ,     ----,     ----,  184----,  860----,     ----,     ----, 2400----, 2620----, 1890    , 1914----,     ----, 1904X   , 2971----,  234----,  244----,     ----,   60----, 5910----,-----    ,-----    ,     ----,-----    
OK426,20240325191500:  142    ,     ----,     ----,     ----,  960----,     ----,     ----, 2320----, 2900----, 1846    , 1890----,     ----, 1856X   , 3007----,  218----,     ----,     ----,   60----, 5686----,-----G   ,-----    ,     ----,-----    
OK426,20240325193000:  158    ,     ----,     ----,     ----,  980----,     ----,     ----, 2300----, 2680----, 1802    , 1846----,     ----, 1820X   , 2940----,  214----,     ----,     ----,  132----, 5517----,-----G   ,-----    ,     ----,-----    
OK426,20240325194500:  150    ,     ----,  980----,     ----,  980----,     ----,     ----, 2320----, 2760----, 1770    ,  786----,     ----, 1780X   , 3124----,  214----,     ----,     ----,   48----, 5283----,-----G   ,-----    ,     ----,-----    
OK426,20240325200000:  154    ,     ----,  980----,  168----,  980----,     ----,     ----, 2240----, 2720----, 1714    ,  802----,     ----, 1744X   , 2965----,  214----,  228----,     ----,  144----, 5129----,-----    ,-----    ,     ----,-----    
OK426,20240325201500:  146    ,     ----, 1060----,     ----,  980----,     ----,     ----, 2400----, 2540----, 1594    , 1634----,     ----, 1572X   , 2949----,  198----,     ----,     ----,   48----, 4952----,-----G   ,-----    ,     ----,-----    
OK426,20240325203000:  148    ,     ----,     ----,     ----,     ----,     ----,     ----, 2400----, 2440----, 1490    , 1514----,     ----, 1520X   , 3006----,     ----,     ----,     ----,   84----, 4482----,-----G   ,-----    ,     ----,-----    
OK426,20240325204500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2400----, 4160----,  634    , 1546----,     ----, 1360X   , 3042----,     ----,     ----,     ----,   48----, 4215----,-----G   ,-----    ,     ----,-----    
OK426,20240325210000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2420----, 3160----, 1430    , 1150----,     ----, 1360X   , 3140----,     ----,     ----,     ----,   72----, 4071----,-----G   ,-----    ,     ----,-----    
OK426,20240325211500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2640----, 4760----,  726    , 1398----,     ----, 1360X   , 3330----,     ----,     ----,     ----,   60----, 4224----,-----G   ,-----    ,     ----,-----F   
OK426,20240325213000:  158    ,     ----,  920----,  248----,  960----,     ----,     ----, 2560----, 2680----, 1438    , 1554----,     ----, 1372X   , 3115----,  242----,  308----,     ----,   60----, 3988----,-----    ,-----    ,     ----,-----F   
OK426,20240325214500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2640----, 3000----, 1462    , 1486----,     ----, 1360X   , 3125----,     ----,     ----,     ----,   96----, 4037----,-----G   ,-----    ,     ----,-----F   
OK426,20240325220000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2820----, 2520----, 1318    , 1426----,     ----, 1368X   , 3189----,     ----,     ----,     ----,  108----, 3971----,-----G   ,-----    ,     ----,-----    
OK426,20240325221500:  142    ,     ----, 1160----,     ----,  980----,     ----,     ----, 2580----, 2480----, 1418    , 1470----,     ----, 1344X   , 3097----,  194----,     ----,     ----,   48----, 4000----,-----G   ,-----    ,     ----,-----    
OK426,20240325223000:  154    ,     ----,  980----,     ----, 1000----,     ----,     ----, 2480----, 2480----, 1362    , 1414----,     ----, 1356X   , 2959----,  206----,     ----,     ----,  108----, 4047----,-----G   ,-----    ,     ----,-----    
OK426,20240325224500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2400----, 2380----, 1338    , 1402----,     ----, 1356X   , 2880----,     ----,     ----,     ----,  108----, 4080----,-----G   ,-----    ,     ----,-----    
OK426,20240325230000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2400----, 2320----, 1294    , 1370----,     ----, 1344X   , 2811----,     ----,     ----,     ----,  120----, 4052----,-----G   ,-----    ,     ----,-----    
OK426,20240325231500:  172    ,     ----,     ----,     ----,     ----,     ----,     ----, 2320----, 2400----, 1346    , 1390----,     ----, 1160X   , 2708----,     ----,     ----,     ----,   60----, 3981----,-----G   ,-----    ,     ----,-----F   
OK426,20240325233000:  148    ,     ----,     ----,     ----,     ----,     ----,     ----, 2420----, 2420----, 1210    , 1166----,     ----, 1160X   , 2791----,     ----,     ----,     ----,   72----, 3634----,-----G   ,-----    ,     ----,-----    
OK426,20240325234500:  136    ,     ----,  900----,     ----,     ----,     ----,     ----, 2320----, 2440----, 1122    , 1214----,     ----, 1156X   , 2920----,     ----,     ----,     ----,  132----, 3441----,-----G   ,-----    ,     ----,-----
