#                       fmin  ,   foE   ,   h'E   ,   foEs  ,   h'Es  ,   fbEs  ,   foF1  ,   h'F   ,   h'F2  ,   foF2  ,   fxF2  ,   M3F2  ,   fxI   ,   hpF2  ,   fxEs  ,   ftEs  ,   fxF1  ,   FSPR  ,   MUF   ,   Es1   ,   Es2   ,   Es    ,   W     
WK546,20240324111500:  468    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2380----,  874    ,  966----,     ----,  968X   , 2894----,     ----,     ----,     ----,  108----, 2724----,-----G   ,-----    ,     ----,-----    
WK546,20240324113000:  416    ,     ----, 1040----,     ----,     ----,     ----,     ----,     ----, 2240----,  822    ,  974----,     ----,  964X   , 3512----,     ----,     ----,     ----,     ----, 2545----,-----G   ,-----    ,     ----,-----    
WK546,20240324114500:  222    ,     ----, 1040----,  316----,  960----,     ----,     ----,     ----, 2320----,  950    ,  998----,     ----, 1008X   , 3156----,  366----,  376----,     ----,  132----, 2741----,-----    ,-----    ,     ----,-----F   
WK546,20240324120000:  304    ,     ----, 1040----,  328----,  990----,     ----,     ----,     ----, 2420----,  922    ,  990----,     ----,  992X   , 2901----,  388----,  388----,     ----,  120----, 2872----,-----    ,-----    ,     ----,-----    
WK546,20240324121500:  292    ,     ----, 1100----,  312----,  990----,     ----,     ----,     ----, 2200----,  826    ,  886----,     ----,  980X   , 3098----,  372----,  372----,     ----,  132----, 2568----,-----    ,-----    ,     ----,-----    
WK546,20240324123000:  210    ,     ----,  930----,  308----,  980----,     ----,     ----,     ----, 2260----,  954    , 1010----,     ----,  988X   , 3532----,  358----,  368----,     ----,     ----, 2452----,-----    ,-----    ,     ----,-----    
WK546,20240324124500:  210    ,     ----,  930----,  300----,  960----,     ----,     ----,     ----, 2660----,  986    , 1054----,     ----, 1044X   , 3292----,  350----,  360----,     ----,  120----, 2805----,-----    ,-----    ,     ----,-----F   
WK546,20240324130000:  182    ,     ----,  930----,  332----,  980----,     ----,     ----,     ----, 2400----, 1022    , 1098----,     ----, 1084X   , 3415----,  346----,  392----,     ----,  120----, 2724----,-----    ,-----    ,     ----,-----    
WK546,20240324131500:  166    ,     ----,  930----,  324----,  980----,     ----,     ----,     ----, 2300----, 1054    , 1126----,     ----, 1120X   , 2938----,  358----,  384----,     ----,  120----, 3206----,-----    ,-----    ,     ----,-----F   
WK546,20240324133000:  194    ,     ----,  930----,  320----,  980----,     ----,     ----,     ----, 2520----, 1082    , 1142----,     ----, 1144X   , 2989----,  362----,  380----,     ----,  120----, 3176----,-----    ,-----    ,     ----,-----    
WK546,20240324134500:  202    ,     ----,  930----,  304----,  980----,     ----,     ----,     ----, 2260----, 1094    , 1138----,     ----, 1144X   , 2745----,  346----,  364----,     ----,  108----, 3389----,-----    ,-----    ,     ----,-----    
WK546,20240324140000:  182    ,     ----,  930----,  304----, 1000----,     ----,     ----,     ----, 2200----, 1046    , 1106----,     ----, 1132X   , 2963----,  346----,  364----,     ----,  120----, 3241----,-----    ,-----    ,     ----,-----    
WK546,20240324141500:  182    ,     ----,  930----,  304----, 1000----,     ----,     ----,     ----, 2200----, 1010    , 1070----,     ----, 1096X   , 2923----,  362----,  364----,     ----,  120----, 3080----,-----    ,-----    ,     ----,-----    
WK546,20240324143000:  170    ,     ----,  930----,  292----, 1000----,     ----,     ----,     ----, 2280----, 1030    , 1082----,     ----, 1072X   , 3366----,  354----,  352----,     ----,   48----, 2886----,-----    ,-----    ,     ----,-----    
WK546,20240324144500:  154    ,     ----,  930----,  288----, 1000----,     ----,     ----,     ----, 2220----,  966    , 1054----,     ----, 1080X   , 3064----,  362----,  348----,     ----,  120----, 3048----,-----    ,-----    ,     ----,-----    
WK546,20240324150000:  178    ,     ----,  930----,  356----, 1000----,     ----,     ----,     ----, 2340----,  982    , 1058----,     ----, 1084X   , 2891----,  374----,  416----,     ----,  120----, 3100----,-----    ,-----    ,     ----,-----F   
WK546,20240324151500:  186    ,     ----,  980----,  636----,  920----,  323----,     ----, 2480----, 2240----, 1046    , 1070----,     ----, 1092X   , 2944----,  638----,  696----,     ----,  120----, 3157----,-----    ,-----    ,     ----,-----    
WK546,20240324153000:  170    ,     ----,  930----,  328----, 1000----,  316----,     ----, 2400----, 2220----, 1002    , 1070----,     ----, 1096X   , 4979----,  350----,  388----,     ----,  120----,     ----,-----    ,-----    ,     ----,-----    
WK546,20240324154500:  154    ,     ----,  930----,  320----, 1000----,     ----,     ----, 2420----, 2260----, 1010    , 1074----,     ----, 1096X   , 2812----,  334----,  380----,     ----,  120----, 3173----,-----    ,-----    ,     ----,-----    
WK546,20240324160000:  138    ,     ----,  870----,  304----,  980----,     ----,     ----, 2400----, 2240----, 1002    , 1078----,     ----, 1084X   , 2814----,  322----,  364----,     ----,  132----, 3108----,-----    ,-----    ,     ----,-----    
WK546,20240324161500:  138    ,     ----,  980----,  300----,  980----,     ----,     ----, 2380----, 2280----, 1006    , 1030----,     ----, 1080X   , 2994----,  314----,  360----,     ----,  108----, 3104----,-----    ,-----    ,     ----,-----    
WK546,20240324163000:  162    ,     ----, 1040----,  288----,  980----,     ----,     ----, 2380----, 2300----,  994    , 1030----,     ----, 1080X   , 2746----,  222----,  348----,     ----,  132----, 3099----,-----    ,-----    ,     ----,-----    
WK546,20240324164500:  154    ,     ----, 1040----,  260----,  940----,     ----,     ----, 2360----, 2240----,  990    , 1026----,     ----, 1060X   , 2672----,  530----,  320----,     ----,  108----, 3191----,-----    ,-----    ,     ----,-----    
WK546,20240324170000:  154    ,     ----, 1040----,     ----,  980----,     ----,     ----, 2460----, 2200----,  998    , 1030----,     ----, 1056X   , 2610----,  214----,     ----,     ----,  108----, 3187----,-----G   ,-----    ,     ----,-----    
WK546,20240324171500:  146    ,     ----, 1100----,     ----,  980----,     ----,     ----, 2320----, 2300----,  998    , 1026----,     ----, 1068X   , 2722----,  202----,     ----,     ----,  120----, 3128----,-----G   ,-----    ,     ----,-----    
WK546,20240324173000:  196    ,     ----, 1300----,     ----,     ----,     ----,     ----, 2880----, 2300----,  982    , 1030----,     ----, 1072X   , 2590----,     ----,     ----,     ----,  120----, 3178----,-----G   ,-----    ,     ----,-----    
WK546,20240324174500:  184    ,     ----,     ----,     ----,     ----,     ----,     ----, 2320----, 2300----,  986    , 1038----,     ----, 1072X   , 2601----,     ----,     ----,     ----,  132----, 3177----,-----G   ,-----    ,     ----,-----    
WK546,20240324180000:  160    ,     ----,     ----,     ----,     ----,     ----,     ----, 2320----, 2300----,  986    ,  998----,     ----, 1048X   , 2547----,     ----,     ----,     ----,  120----, 3114----,-----G   ,-----    ,     ----,-----    
WK546,20240324181500:  146    ,     ----,     ----,     ----,  980----,     ----,     ----, 2380----, 2320----,  930    ,  982----,     ----,  920X   , 2650----,  206----,     ----,     ----,   60----, 3011----,-----G   ,-----    ,     ----,-----    
WK546,20240324183000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2740----, 2280----,  838    ,  910----,     ----,  936X   , 2898----,     ----,     ----,     ----,   72----, 2595----,-----G   ,-----    ,     ----,-----    
WK546,20240324184500:  154    ,     ----,     ----,     ----,  980----,     ----,     ----,     ----, 2380----,  770    ,  834----,     ----,  870X   , 3245----,  214----,     ----,     ----,     ----, 2346----,-----G   ,-----    ,     ----,-----    
WK546,20240324190000:  158    ,     ----,  920----,     ----,  980----,     ----,     ----,     ----, 2480----,  766    ,  874----,     ----,  884X   , 3150----,  218----,     ----,     ----,   96----, 2347----,-----G   ,-----    ,     ----,-----    
WK546,20240324191500:  166    ,     ----,     ----,     ----,  880----,     ----,     ----, 2840----, 2560----,  810    ,  874----,     ----,  884X   , 3243----,  250----,     ----,     ----,   96----, 2244----,-----G   ,-----    ,     ----,-----    
WK546,20240324193000:  154    ,     ----,     ----,     ----,  980----,     ----,     ----, 2820----, 2460----,  774    ,  902----,     ----,  908X   , 3158----,  214----,     ----,     ----,   60----, 2443----,-----G   ,-----    ,     ----,-----    
WK546,20240324194500:  162    ,     ----,     ----,     ----,  980----,     ----,     ----, 3060----, 2520----,  778    ,  882----,     ----,  904X   , 2964----,  222----,     ----,     ----,   60----, 2413----,-----G   ,-----    ,     ----,-----F   
WK546,20240324200000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2820----, 2400----,  794    ,  862----,     ----,  872X   , 2900----,     ----,     ----,     ----,   36----, 2383----,-----G   ,-----    ,     ----,-----    
WK546,20240324201500:  158    ,     ----,  900----,     ----,  980----,     ----,     ----, 2740----, 2460----,  754    ,  774----,     ----,  848X   , 2891----,  210----,     ----,     ----,   72----, 2361----,-----G   ,-----    ,     ----,-----    
WK546,20240324203000:  158    ,     ----,     ----,     ----,  980----,     ----,     ----,     ----, 2520----,  726    ,  762----,     ----,  828X   , 2875----,  210----,     ----,     ----,   48----, 2087----,-----G   ,-----    ,     ----,-----    
WK546,20240324204500:  162    ,     ----,  900----,     ----, 1000----,     ----,     ----,     ----, 2600----,  690    ,  734----,     ----,  720X   , 2553----,  218----,     ----,     ----,   60----, 2001----,-----G   ,-----    ,     ----,-----F   
WK546,20240324210000:  158    ,     ----,  900----,     ----,  980----,     ----,     ----, 3080----, 2620----,  714    ,  778----,     ----,  816X   , 3327----,  206----,     ----,     ----,   60----, 2056----,-----G   ,-----    ,     ----,-----    
WK546,20240324211500:  170    ,     ----,     ----,     ----,  860----,     ----,     ----,     ----, 2620----,  726    ,  774----,     ----,  804X   , 2862----,  246----,     ----,     ----,  180----, 2021----,-----G   ,-----    ,     ----,-----    
WK546,20240324213000:  162    ,     ----,     ----,     ----,  980----,     ----,     ----,     ----, 2640----,  702    ,  754----,     ----,  804X   , 2711----,  226----,     ----,     ----,  144----, 1949----,-----G   ,-----    ,     ----,-----    
WK546,20240324214500:  150    ,     ----,     ----,     ----,  980----,     ----,     ----,     ----, 2620----,  694    ,  754----,     ----,  708X   , 3239----,  210----,     ----,     ----,   48----, 1846----,-----G   ,-----    ,     ----,-----    
WK546,20240324220000:  150    ,     ----,     ----,     ----,  980----,     ----,     ----, 3700----, 2680----,  682    ,  738----,     ----,  708X   , 2706----,  206----,     ----,     ----,   48----, 1978----,-----G   ,-----    ,     ----,-----    
WK546,20240324221500:  154    ,     ----,     ----,     ----,  980----,     ----,     ----,     ----, 2720----,  650    ,  702----,     ----,  708X   , 3178----,  218----,     ----,     ----,   48----, 1914----,-----G   ,-----    ,     ----,-----    
WK546,20240324223000:  158    ,     ----,  900----,     ----,  980----,     ----,     ----, 3380----, 2820----,  678    ,  746----,     ----,  720X   , 3292----,  214----,     ----,     ----,   96----, 1897----,-----G   ,-----    ,     ----,-----    
WK546,20240324224500:  148    ,     ----,     ----,     ----,     ----,     ----,     ----, 3380----, 2800----,  670    ,  742----,     ----,  720X   , 2929----,     ----,     ----,     ----,   60----, 1852----,-----G   ,-----    ,     ----,-----    
WK546,20240324230000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2800----,  702    ,  794----,     ----,  720X   , 2881----,     ----,     ----,     ----,   60----, 1863----,-----G   ,-----    ,     ----,-----    
WK546,20240324231500:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2720----,  718    ,  786----,     ----,  708X   , 2856----,     ----,     ----,     ----,   48----, 1997----,-----G   ,-----    ,     ----,-----F   
WK546,20240324233000:  154    ,     ----,     ----,     ----,  980----,     ----,     ----,     ----, 2520----,  646    ,  730----,     ----,  732X   , 2986----,  206----,     ----,     ----,   60----, 1924----,-----G   ,-----    ,     ----,-----    
WK546,20240324234500:  154    ,     ----,     ----,     ----,  960----,     ----,     ----,     ----, 2500----,  602    ,  642----,     ----,  600X   , 3629----,  210----,     ----,     ----,   84----, 1479----,-----G   ,-----    ,     ----,-----    
#                       fmin  ,   foE   ,   h'E   ,   foEs  ,   h'Es  ,   fbEs  ,   foF1  ,   h'F   ,   h'F2  ,   foF2  ,   fxF2  ,   M3F2  ,   fxI   ,   hpF2  ,   fxEs  ,   ftEs  ,   fxF1  ,   FSPR  ,   MUF   ,   Es1   ,   Es2   ,   Es    ,   W     
WK546,20240325000000:  158    ,     ----,  940----,     ----,  980----,     ----,     ----,     ----, 2820----,  646    ,  738----,     ----,  708X   , 3710----,  234----,     ----,     ----,   84----, 1486----,-----G   ,-----    ,     ----,-----    
WK546,20240325001500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2880----,  698    ,  762----,     ----,  708X   , 2932----,     ----,     ----,     ----,   48----, 1912----,-----G   ,-----    ,     ----,-----F   
WK546,20240325003000:  154    ,     ----,     ----,  188----,  980----,     ----,     ----,     ----, 2660----,  726    ,  758----,     ----,  708X   , 2775----,  230----,  248----,     ----,   48----, 1901----,-----    ,-----    ,     ----,-----F   
WK546,20240325004500:  154    ,     ----,  900----,  216----,  980----,     ----,     ----,     ----, 2580----,  658    ,  734----,     ----,  732X   , 3312----,  246----,  276----,     ----,   72----, 1975----,-----    ,-----    ,     ----,-----    
WK546,20240325010000:  154    ,     ----,  960----,     ----,  980----,     ----,     ----,     ----, 2520----,  626    ,  698----,     ----,  600X   , 2967----,  246----,     ----,     ----,   60----, 1793----,-----G   ,-----    ,     ----,-----    
WK546,20240325011500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2640----,  542    ,  622----,     ----,  680X   , 3611----,     ----,     ----,     ----,  144----, 1559----,-----G   ,-----    ,     ----,-----    
WK546,20240325013000:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3280----,  442    ,  586----,     ----,  572X   , 4071----,     ----,     ----,     ----, 9999----, 1131----,-----G   ,-----    ,     ----,-----    
WK546,20240325014500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3840----,  374    ,  502----,     ----,  646X   ,     ----,     ----,     ----,     ----,     ----,     ----,-----G   ,-----    ,     ----,-----    
WK546,20240325020000:         ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 4560----,  354    ,  454----,     ----,         ,     ----,     ----,     ----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
WK546,20240325021500:         ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 4520----,  326    ,  418----,     ----,         ,     ----,     ----,     ----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
WK546,20240325023000:         ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 4500----,  330    ,  410----,     ----,         ,     ----,     ----,     ----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
WK546,20240325024500:         ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 4380----,  326    ,  406----,     ----,         ,     ----,     ----,     ----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
WK546,20240325030000:         ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 4320----,  314    ,  394----,     ----,         ,     ----,     ----,     ----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
WK546,20240325031500:         ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 4480----,  326    ,  386----,     ----,         ,     ----,     ----,     ----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
WK546,20240325033000:         ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 4140----,  314    ,  398----,     ----,         ,     ----,     ----,     ----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
WK546,20240325034500:         ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3860----,  338    ,  394----,     ----,         ,     ----,     ----,     ----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
WK546,20240325040000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3800----,  346    ,  402----,     ----,  546X   ,     ----,     ----,     ----,     ----,     ----,     ----,-----G   ,-----    ,     ----,-----    
WK546,20240325041500:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3760----,  358    ,  414----,     ----,  388X   , 4398----,     ----,     ----,     ----, 9999----,  915----,-----G   ,-----    ,     ----,-----    
WK546,20240325043000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3580----,  378    ,  522----,     ----,  646X   ,     ----,     ----,     ----,     ----,     ----,     ----,-----G   ,-----    ,     ----,-----    
WK546,20240325044500:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3120----,  490    ,  570----,     ----,  596X   , 3927----,     ----,     ----,     ----,  120----, 1159----,-----G   ,-----    ,     ----,-----    
WK546,20240325050000:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2700----,  546    ,  618----,     ----,  620X   , 3054----,     ----,     ----,     ----,  108----, 1592----,-----G   ,-----    ,     ----,-----    
WK546,20240325051500:  150    ,     ----, 1350----,  216----,  980----,     ----,     ----,     ----, 2380----,  590    ,  666----,     ----,  704X   , 3112----,  214----,  276----,     ----,   36----, 1861----,-----    ,-----    ,     ----,-----    
WK546,20240325053000:  146    ,     ----, 1280----,  220----,  980----,     ----,     ----,     ----, 2340----,  574    ,  658----,     ----,  596X   , 2409----,  222----,  280----,     ----,   36----, 1935----,-----    ,-----    ,     ----,-----F   
WK546,20240325054500:  158    ,     ----, 1170----,  240----,  980----,     ----,     ----,     ----, 2300----,  526    ,  614----,     ----,  596X   , 2781----,  234----,  300----,     ----,   36----, 1710----,-----    ,-----    ,     ----,-----    
WK546,20240325060000:  158    ,     ----, 1110----,  264----,  980----,     ----,     ----,     ----, 2240----,  434    ,  526----,     ----,  560X   , 2309----,  254----,  324----,     ----,   48----, 1488----,-----    ,-----    ,     ----,-----    
WK546,20240325061500:  158    ,     ----, 1170----, 1364----, 1000----,     ----,     ----,     ----, 2300----,  410    ,  490----,     ----,  516X   , 3099----,  270----, 1424----,     ----,  108----, 1352----,-----    ,-----    ,     ----,-----    
WK546,20240325063000:  158    ,     ----, 1050----,  304----, 1000----,     ----,     ----,     ----, 2300----,  410    ,  482----,     ----,  432X   , 2564----,  278----,  364----,     ----,   36----, 1212----,-----    ,-----    ,     ----,-----    
WK546,20240325064500:  170    ,     ----, 1050----,  316----, 1060----,     ----,     ----,     ----, 2260----,  390    ,  482----,     ----,  488X   , 2712----,  222----,  376----,     ----,   84----, 1385----,-----    ,-----    ,     ----,-----    
WK546,20240325070000:  150    ,     ----,  930----,  340----, 1000----,     ----,     ----,     ----, 2180----,  466    ,  578----,     ----,  596X   , 4012----,  350----,  400----,     ----,   96----, 1448----,-----    ,-----    ,     ----,-----    
WK546,20240325071500:  150    ,     ----,  930----,  340----, 1000----,     ----,     ----,     ----, 2700----,  618    ,  666----,     ----,  708X   , 3994----,  342----,  400----,     ----, 9999----, 1692----,-----    ,-----    ,     ----,-----    
WK546,20240325073000:  150    ,     ----,  930----,  372----, 1000----,     ----,     ----,     ----, 3120----,  670    ,  722----,     ----,  732X   , 3576----,  366----,  432----,     ----,  108----, 1884----,-----    ,-----    ,     ----,-----    
WK546,20240325074500:  146    ,     ----,  930----,  368----, 1000----,     ----,     ----,     ----, 2980----,  706    ,  758----,     ----,  720X   , 3355----,  350----,  428----,     ----,   60----, 1901----,-----    ,-----    ,     ----,-----    
WK546,20240325080000:  170    ,     ----,  930----,  404----, 1000----,     ----,     ----,     ----, 2680----,  730    ,  782----,     ----,  784X   , 1370----,  390----,  464----,     ----,   96----,  100----,-----    ,-----    ,     ----,-----    
WK546,20240325081500:  138    ,     ----,  920----,  412----, 1000----,     ----,     ----,     ----, 2540----,  670    ,  718----,     ----,  756X   , 2939----,  410----,  472----,     ----,  132----, 2030----,-----    ,-----    ,     ----,-----    
WK546,20240325083000:  182    ,     ----,  990----,  420----, 1000----,     ----,     ----,     ----, 2860----,  714    ,  758----,     ----,  768X   , 3172----,  410----,  480----,     ----,  108----, 2021----,-----    ,-----    ,     ----,-----    
WK546,20240325084500:  182    ,     ----,  990----,  420----,  980----,     ----,     ----,     ----, 2880----,  722    ,  762----,     ----,  784X   , 3150----,  414----,  480----,     ----,  108----, 2143----,-----    ,-----    ,     ----,-----    
WK546,20240325090000:  218    ,     ----,  990----,  420----,  980----,     ----,     ----,     ----, 2500----,  682    ,  754----,     ----,  756X   , 3482----,  414----,  480----,     ----,  132----, 1956----,-----    ,-----    ,     ----,-----    
WK546,20240325091500:  154    ,     ----,  930----,  448----,  980----,     ----,     ----,     ----, 2100----,  598    ,  718----,     ----,  732X   , 2627----,  442----,  508----,     ----,  132----, 1726----,-----    ,-----    ,     ----,-----F   
WK546,20240325093000:  162    ,     ----,  930----,  452----,  940----,     ----,     ----,     ----, 2120----,  650    ,  722----,     ----,  732X   , 3850----,  486----,  512----,     ----,  120----, 1793----,-----    ,-----    ,     ----,-----    
WK546,20240325094500:  202    ,     ----,  930----,  504----,  960----,     ----,     ----,     ----, 2700----,  650    ,  750----,     ----,  720X   , 3856----,  502----,  564----,     ----,     ----, 1791----,-----    ,-----    ,     ----,-----    
WK546,20240325100000:  186    ,     ----,  930----,  460----,  960----,     ----,     ----,     ----, 3500----,  690    ,  754----,     ----,  744X   , 3739----,  486----,  520----,     ----,     ----, 1936----,-----    ,-----    ,     ----,-----    
WK546,20240325101500:  206    ,     ----,  930----,  420----,  980----,     ----,     ----,     ----, 2080----,  566    ,  670----,     ----,  946X   ,     ----,  418----,  480----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
WK546,20240325103000:  206    ,     ----,  930----,  336----,  980----,     ----,     ----,     ----, 2300----,  770    ,  886----,     ----, 1046X   ,     ----,  386----,  396----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
WK546,20240325104500:  198    ,     ----,  930----,  328----,  980----,     ----,  540----,     ----, 2340----,  854    ,  930----,     ----,  948X   , 3494----,  386----,  388----,     ----, 9999----, 2391----,-----    ,-----    ,     ----,-----    
WK546,20240325110000:  202    ,     ----,  930----,  324----,  980----,     ----,     ----,     ----, 2820----,  898    ,  950----,     ----,  996X   , 3422----,  402----,  384----,     ----,   84----, 2597----,-----    ,-----    ,     ----,-----F   
WK546,20240325111500:  182    ,     ----,  930----,  324----,  980----,     ----,     ----,     ----, 2420----,  878    ,  998----,     ----, 1060X   , 3641----,  350----,  384----,     ----, 9999----, 2537----,-----    ,-----    ,     ----,-----    
WK546,20240325113000:  202    ,     ----,  930----,  324----,  980----,     ----,     ----,     ----, 2580----,  906    , 1018----,     ----, 1072X   , 3424----,  382----,  384----,     ----, 9999----, 2828----,-----    ,-----    ,     ----,-----    
WK546,20240325114500:  202    ,     ----,  980----,  316----,  980----,     ----,     ----,     ----, 2800----,  986    , 1030----,     ----,  988X   , 3062----,  354----,  376----,     ----,   84----, 2988----,-----    ,-----    ,     ----,-----    
WK546,20240325120000:  214    ,     ----,  980----,  468----,  960----,     ----,     ----,     ----, 2480----,  978    , 1046----,     ----, 1024X   , 3037----,  466----,  528----,     ----,  120----, 2971----,-----    ,-----    ,     ----,-----    
WK546,20240325121500:  206    ,     ----,  930----,  320----,  980----,     ----,     ----,     ----, 2720----, 1010    , 1062----,     ----, 1080X   , 3220----,  354----,  380----,     ----,  120----, 2925----,-----    ,-----    ,     ----,-----    
WK546,20240325123000:  194    ,     ----,  930----,  316----,  980----,     ----,     ----,     ----, 2360----,  974    , 1042----,     ----, 1060X   , 3166----,  350----,  376----,     ----,     ----, 2983----,-----    ,-----    ,     ----,-----F   
WK546,20240325124500:  186    ,     ----,  930----,  316----, 1000----,     ----,  447----,     ----, 2360----, 1006    , 1046----,     ----, 1084X   , 3001----,  350----,  376----,     ----,  120----, 3047----,-----    ,-----    ,     ----,-----    
WK546,20240325130000:  182    ,     ----,  930----,  308----,  980----,     ----,     ----,     ----, 2360----,  990    , 1078----,     ----, 1068X   , 3166----,  358----,  368----,     ----,  120----, 3015----,-----    ,-----    ,     ----,-----    
WK546,20240325131500:  198    ,     ----,  930----,  304----,  980----,     ----,     ----,     ----, 2260----,  978    , 1034----,     ----, 1056X   , 2990----,  346----,  364----,     ----,  120----, 2767----,-----    ,-----    ,     ----,-----    
WK546,20240325133000:  174    ,     ----,  930----,  372----,  980----,     ----,     ----,     ----, 2260----,  974    , 1038----,     ----, 1044X   , 2865----,  374----,  432----,     ----,   96----, 3054----,-----    ,-----    ,     ----,-----    
WK546,20240325134500:  154    ,     ----,  930----,  292----, 1000----,     ----,     ----,     ----, 2240----,  978    , 1030----,     ----, 1044X   , 3046----,  350----,  352----,     ----,  108----, 2713----,-----    ,-----    ,     ----,-----    
WK546,20240325140000:  158    ,     ----,  980----,  288----, 1000----,     ----,     ----,     ----, 2160----, 1014    , 1038----,     ----, 1068X   , 2776----,  358----,  348----,     ----,   96----, 3155----,-----    ,-----    ,     ----,-----    
WK546,20240325141500:  162    ,     ----,  980----,  280----,  980----,     ----,     ----,     ----, 2220----, 1014    , 1066----,     ----, 1068X   , 2845----,  338----,  340----,     ----,  108----, 3166----,-----    ,-----    ,     ----,-----    
WK546,20240325143000:  166    ,     ----,  930----,  268----,  960----,     ----,     ----,     ----, 2180----,  982    , 1034----,     ----, 1032X   , 2876----,  290----,  328----,     ----,   96----, 3019----,-----    ,-----    ,     ----,-----    
WK546,20240325144500:  174    ,     ----,  930----,  260----, 1040----,     ----,     ----,     ----, 2120----,  950    , 1006----,     ----, 1008X   , 2926----,  226----,  320----,     ----,   96----, 2861----,-----    ,-----    ,     ----,-----    
WK546,20240325150000:  158    ,     ----,  930----,  252----,  980----,     ----,     ----,     ----, 2120----,  954    , 1002----,     ----, 1008X   , 2761----,  266----,  312----,     ----,  120----, 2939----,-----    ,-----    ,     ----,-----    
WK546,20240325151500:  150    ,     ----,  870----,  304----, 1000----,     ----,     ----, 2440----, 2060----,  930    ,  986----,     ----,  972X   , 3044----,  334----,  364----,     ----,   96----, 2838----,-----    ,-----    ,     ----,-----F   
WK546,20240325153000:  162    ,     ----,  930----,  312----, 1000----,     ----,     ----, 2400----, 2080----,  858    ,  934----,     ----,  944X   , 2987----,  226----,  372----,     ----,  108----, 2712----,-----    ,-----    ,     ----,-----    
WK546,20240325154500:  170    ,     ----,  990----,  256----,  980----,     ----,     ----, 2640----, 2080----,  854    ,  946----,     ----,  932X   , 3039----,  254----,  316----,     ----,  120----, 2653----,-----    ,-----    ,     ----,-----    
WK546,20240325160000:  122    ,     ----,  870----,  224----,  980----,     ----,     ----, 2600----, 2140----,  866    ,  918----,     ----,  916X   , 2730----,  302----,  284----,     ----,     ----, 2742----,-----    ,-----    ,     ----,-----    
WK546,20240325161500:  160    ,     ----,  920----,  280----,  970----,     ----,     ----, 2480----, 2160----,  894    ,  922----,     ----,  956X   , 2951----,  340----,  340----,     ----,  120----, 2653----,-----    ,-----    ,     ----,-----    
WK546,20240325163000:  134    ,     ----, 1050----,  260----,  860----,     ----,     ----, 2480----, 2120----,  894    ,  950----,     ----,  956X   , 2939----,  246----,  320----,     ----,   96----, 2737----,-----    ,-----    ,     ----,-----    
WK546,20240325164500:  122    ,     ----,  980----,  268----,  980----,     ----,     ----, 2500----, 2260----,  874    ,  970----,     ----,  960X   , 2752----,  230----,  328----,     ----,  108----, 2903----,-----    ,-----    ,     ----,-----    
WK546,20240325170000:  150    ,     ----, 1100----,  256----,  980----,     ----,     ----, 2400----, 2220----,  910    ,  950----,     ----,  956X   , 2730----,  222----,  316----,     ----,   96----, 2821----,-----    ,-----    ,     ----,-----    
WK546,20240325171500:  138    ,     ----, 1100----,     ----,  840----,     ----,     ----, 2400----, 2180----,  874    ,  950----,     ----,  944X   , 2799----,  234----,     ----,     ----,  108----, 2741----,-----G   ,-----    ,     ----,-----F   
WK546,20240325173000:  142    ,     ----, 1220----,     ----,  980----,     ----,     ----, 2660----, 2220----,  870    ,  922----,     ----,  920X   , 2755----,  206----,     ----,     ----,  120----, 2714----,-----G   ,-----    ,     ----,-----F   
